Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
"School enrollment, primary (% net)",SE.PRM.NENR,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.8167037963867,98.0980911254883,94.5285797119141,95.3073883056641,93.9307022094727,94.6348876953125,97.805061340332,98.6275482177734,98.8724517822266,99.0692977905273,95.8695678710938,98.9204635620117,..,..,..,99.2499389648438,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94.0574417114258,94.0375213623047,93.9052810668945,93.9084701538086,94.4801483154297,94.8669891357422,95.3214416503906,95.6783218383789,96.4619064331055,96.5811614990234,96.7083892822266,96.9901580810547,97.6583709716797,97.5498962402344,97.3556289672852,97.0431137084961,97.032829284668,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Austria,AUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,92.1410980224609,88.239616394043,85.3830337524414,84.8256530761719,83.284538269043,84.2122802734375,83.8686218261719,83.1537704467773,83.3748016357422,83.8899688720703,85.1739120483398,84.4464492797852,86.6126098632813,89.1050720214844,93.5072937011719,94.6666030883789,94.1426467895508,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,90.7643814086914,..,..,..,..,93.7645568847656,98.1172714233398,96.5744018554688,98.2623291015625,98.2452392578125,95.877082824707,97.5202178955078,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.8736267089844,95.7713317871094,93.0141677856445,93.098518371582,92.3844833374023,91.5996627807617,89.1080474853516,90.509407043457,..,..,..,..,90.2263717651367,91.177619934082,92.2228012084961,94.2538299560547,96.4284973144531,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,91.8871765136719,92.5763778686523,..,89.7798080444336,90.5465621948242,90.5086135864258,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.1169967651367,95.5005264282227,94.594482421875,91.8969192504883,91.5846405029297,90.4640426635742,90.2432708740234,92.0607070922852,94.7742385864258,96.7969207763672,93.7975616455078,95.0585174560547,93.5726470947266,..,..,91.0224685668945,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95.5913009643555,92.5342636108398,93.0631408691406,91.5311508178711,89.6053695678711,89.7115173339844,89.5923767089844,..,91.5260696411133,91.0578918457031,90.7015609741211,93.8824310302734,92.8497772216797,93.7410583496094,95.3601989746094,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Belgium,BEL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.0390701293945,99.0560913085938,99.111442565918,98.873908996582,98.0543518066406,96.601448059082,96.4721221923828,97.1139602661133,98.1838912963867,98.7998428344727,98.814208984375,98.5346221923828,98.5668411254883,98.9202117919922,98.8751220703125,98.7804870605469,98.9477767944336,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.7257995605469,94.8120193481445,91.9633331298828,..,92.130989074707,93.3342514038086,93.0085678100586,93.6660766601563,93.4217071533203,93.8307571411133,94.9085235595703,95.3996505737305,95.1572418212891,96.6807174682617,95.8062515258789,96.2914962768555,96.1411590576172,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Benin,BEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81.7814331054688,84.874137878418,80.0611419677734,82.5792999267578,..,87.6232986450195,93.3121795654297,94.120849609375,94.0614471435547,94.8630981445313,..,95.8666229248047,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.1104431152344,..,..,..,..,..,85.3482131958008,83.4578704833984,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55.8745307922363,58.8300704956055,62.2909812927246,..,..,..,72.2642669677734,75.9244766235352,..,81.1108474731445,85.5095901489258,87.227783203125,88.0537490844727,89.4970779418945,86.6025466918945,85.5823974609375,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94.1917419433594,94.824836730957,94.9224166870117,95.2189788818359,95.6223220825195,95.3847427368164,95.5015182495117,95.5722885131836,95.3554382324219,94.1410827636719,94.2774963378906,92.0121383666992,89.6128921508789,88.0851898193359,90.1127166748047,87.6042404174805,88.4827194213867,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Botswana,BWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80.3345413208008,81.7719268798828,83.734016418457,84.2489471435547,84.5501098632813,85.4204177856445,84.5402908325195,85.5954208374023,84.7730026245117,84.3909072875977,85.0092620849609,..,..,90.2482604980469,91.0208587646484,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.9140014648438,..,98.0338516235352,95.7304916381836,93.1796188354492,94.42333984375,94.8533401489258,..,91.5890579223633,97.5490264892578,95.5276489257813,..,95.0073776245117,95.0539398193359,90.3539810180664,92.1922225952148,92.6971282958984,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.0850601196289,96.0738220214844,96.7462921142578,95.4127578735352,95.4399185180664,95.4571304321289,92.2152481079102,90.7919387817383,93.9568481445313,96.0637893676758,97.5043106079102,97.7806015014648,97.0889129638672,95.5349578857422,95.1706390380859,94.9296798706055,93.3048400878906,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.4888610839844,36.333080291748,37.2634391784668,36.7238502502441,38.6573715209961,41.1556816101074,45.7524490356445,48.7473487854004,54.0310516357422,59.9531898498535,62.7471313476563,59.7718505859375,64.6422500610352,65.3623199462891,66.2365112304688,67.4506607055664,69.0963134765625,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.5145988464355,49.1609115600586,48.5026092529297,51.8467903137207,53.3056983947754,56.2934303283691,72.2936172485352,78.994499206543,88.7469711303711,86.7384719848633,91.4017791748047,..,..,91.0474624633789,95.3593826293945,94.1482772827148,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.1963806152344,95.4030303955078,94.5404891967773,94.0364532470703,92.3266983032227,91.9661636352539,91.7606964111328,91.7351379394531,92.120246887207,93.3214721679688,94.9554901123047,96.4454727172852,98.2659225463867,98.2901916503906,98.1665267944336,97.1246185302734,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86.3782196044922,92.0715103149414,..,..,97.4220199584961,..,..,94.4971466064453,95.543830871582,94.2363662719727,..,93.2808303833008,97.5170516967773,97.4059829711914,..,94.7074508666992,94.9251098632813,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Cameroon,CMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80.9210510253906,83.6367721557617,..,87.630241394043,91.3603515625,..,91.6421890258789,91.9890594482422,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.7825698852539,99.9220504760742,..,..,..,..,..,..,..,..,..,..,..,99.4774780273438,99.4567413330078,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,93.3753814697266,93.7761535644531,94.0909271240234,93.4745864868164,94.965217590332,92.3741683959961,91.3623580932617,93.6505126953125,93.779541015625,93.7695236206055,92.3480911254883,92.8569869995117,94.0638809204102,94.2940826416016,93.8831176757813,93.7175598144531,93.7250518798828,95.4702835083008,95.1044921875,96.7457809448242,95.1871566772461,93.6515808105469,93.4769515991211,93.0078201293945,93.1100692749023,93.2109985351563,93.0181121826172,92.7098236083984,92.7375106811523,92.2410125732422,92.2450637817383,91.5134124755859,90.9373016357422,90.9072799682617,92.1697998046875,91.8773803710938,91.6142425537109,91.7189407348633,92.0652389526367,91.3961868286133,91.8011093139648,92.0116271972656,91.4815826416016,90.8870468139648,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.3545989990234,48.6911506652832,57.1372909545898,66.3189926147461,66.8812484741211,69.3373031616211,67.3996810913086,70.5584564208984,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93.4801864624023,94.1004104614258,93.3903198242188,93.4422073364258,94.4156036376953,94.1490936279297,94.2880096435547,94.1275024414063,93.4646377563477,93.3746109008789,93.6853790283203,93.4004211425781,93.935676574707,94.2644500732422,94.1628036499023,94.0429534912109,93.7103424072266,93.6354598999023,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.8560905456543,51.5064582824707,52.7251281738281,56.1198692321777,57.6291618347168,..,..,..,..,..,..,..,62.3148384094238,..,79.0841522216797,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Chile,CHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.4819183349609,96.9848175048828,94.4860687255859,95.0290298461914,93.6905364990234,93.1179733276367,92.4812698364258,93.037483215332,94.3246078491211,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Colombia,COL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93.7321319580078,94.6431884765625,94.1924819946289,94.4655609130859,..,95.3082122802734,94.2081832885742,92.7551879882813,91.9644622802734,92.6671295166016,93.2887115478516,93.5677795410156,94.03369140625,91.4717178344727,90.4757919311523,89.8330917358398,90.6045684814453,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.1150093078613,66.8552169799805,..,..,..,..,..,..,78.270149230957,..,..,..,..,..,83.2159881591797,79.4621276855469,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.3699913024902,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,"Congo, Rep.",COG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53.4156684875488,57.0220718383789,..,..,..,89.3315811157227,..,91.3839797973633,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Costa Rica,CRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.4002685546875,98.4868087768555,97.4184494018555,96.1319122314453,96.4190979003906,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Cote d'Ivoire,CIV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.8172187805176,55.9455413818359,59.9219017028809,59.9893188476563,56.5333290100098,..,..,..,..,..,56.708740234375,..,..,..,68.9500732421875,74.6792831420898,79.2544708251953,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Croatia,HRV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86.0020370483398,87.7177734375,89.9508209228516,91.8092575073242,93.503776550293,..,90.4020690917969,90.0168609619141,89.7213287353516,87.9459915161133,85.7736587524414,85.6740264892578,87.5139617919922,88.989128112793,88.6550598144531,88.6976470947266,88.8280715942383,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Cuba,CUB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.3637924194336,96.6582336425781,96.0534362792969,95.8196563720703,94.0909118652344,94.4667205810547,94.4884414672852,94.8136596679688,96.7935104370117,97.4355316162109,99.1395797729492,99.1720504760742,98.4834671020508,96.862678527832,96.223388671875,93.1565399169922,92.1536331176758,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Cyprus,CYP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95.0411987304688,95.3186187744141,94.9698486328125,95.9427871704102,96.1432800292969,96.1174926757813,99.3459091186523,99.2186737060547,99.0430526733398,98.7024307250977,98.7438888549805,98.9698181152344,98.7190017700195,97.9123992919922,97.2969512939453,96.9113311767578,97.368522644043,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Czech Republic,CZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Denmark,DNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.9455108642578,97.4435806274414,99.8313598632813,99.8711395263672,..,97.8214263916016,95.7370910644531,96.0473480224609,96.6084136962891,95.997802734375,96.0236282348633,95.9181900024414,97.5011672973633,97.9736175537109,98.3545837402344,98.0695266723633,98.3510665893555,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.617769241333,25.7564792633057,28.1996002197266,29.7520294189453,..,33.922981262207,35.9949188232422,40.0295906066895,43.0698089599609,49.2966003417969,48.7347717285156,..,57.2947692871094,..,57.0603485107422,58.7585792541504,57.3690605163574,53.4951591491699,..
"School enrollment, primary (% net)",SE.PRM.NENR,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94.8479690551758,94.1261215209961,98.7066192626953,93.667350769043,92.1333465576172,90.6506576538086,88.4767837524414,89.2515335083008,89.6743698120117,92.9507598876953,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Dominican Republic,DOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82.5340118408203,83.4720306396484,..,88.8586883544922,87.5302734375,80.8218307495117,82.3909301757813,80.2463531494141,86.2851181030273,82.6378173828125,89.2028274536133,89.3294372558594,88.5205307006836,86.7633666992188,85.6943817138672,83.5520095825195,86.8850708007813,..,..
